project_id,project_description,beneficiary,total_amount,eu_cofinancing_amount,member_state_amount,paid_eu_funding,project_title,operational_program,fund_acronym,nuts3,lau2,start_date,management_authority,priority_label,source,beneficiary_url
77,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2007,REGIONALNA RAZVOJNA AGENCIJA CELJE D.O.O.,185168.46,157393.19,27775.27,,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2007,OP RČV,ESS,SAVINJSKA,CELJE,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
78,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),MICROGRAMM D.O.O.,129928.42,110439.16,19489.26,,SYNCAC - VZPOSTAVITEV SISTEMA SINHRONEGA RAČUNOVODENJA Z INTEGRACIJO V PRODUKTNO SKUPINO ADVANTIK,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2010,JAVNI RAZPIS,PODJETNIŠTVO,OU,
79,JAVNI RAZPIS ZA SOFINANCIRANJE ZAPOSLITEV RAZISKOVALCEV OB PREHODU V PODJETJA (ŠT.II),IOS D.O.O.,92622.85,78729.42,13893.43,,VSPODBUJANJE PREHODA RAZISKOVALCEV IZ INSTITUCIJ ZNANJA V GOSPODARSTVO,OP RČV,ESS,PODRAVSKA,MARIBOR,2010,JAVNI RAZPIS,PODJETNIŠTVO,OU,
80,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,"LCI, LASER CENTER IZOLA D.O.O.",86009.4,73107.99,12901.41,,MR-08/02,OP RČV,ESS,OBALNO-KRAŠKA,IZOLA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
81,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,OCKHAM INŠTITUT ZA TEHNOLOGIJO ZNANJA D.O.O.,198015.08,168312.82,29702.26,,MR-08/03,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
82,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,"EKOPLAN A SVETOVANJE, STORITVE, PROIZVODNJA D.O.O.",110186.5,93658.52,16527.97,,MR-08/04,OP RČV,ESS,SAVINJSKA,ŽALEC,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
83,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,KOSTAK KOMUNALNO STAVBNO PODJETJE D.D.,109657.9,93209.21,16448.68,,MR-08/05,OP RČV,ESS,SPODNJEPOSAVSKA,KRŠKO,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
84,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2010,ELEA IC PROJEKTIRANJE IN SVETOVANJE D.O.O.,155299.88,132004.9,23294.98,,PROGRAM DELA MLADEGA RAZISKOVALCA IZ GOSPODARSTVA - MR-10,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2010,JAVNI RAZPIS,PODJETNIŠTVO,OU,
85,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,DOORSON D.O.O.,196336.22,166885.79,29450.43,,MR-08/07,OP RČV,ESS,PODRAVSKA,MARIBOR,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
86,JAVNI RAZPIS ZA KREPITEV RAZVOJNIH ODDELKOV V PODJETJIH,ELEA IC PROJEKTIRANJE IN SVETOVANJE D.O.O.,383389.52,325881.09,57508.43,,KROP - ELEA IC D.O.O. - 000520,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2011,JAVNI RAZPIS,PODJETNIŠTVO,OU,
87,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,"INTERA, DRUŽBA ZA INFORMACIJSKO TEHNOLOGIJO D.O.O.",198015.08,168312.82,29702.26,,MR-08/11,OP RČV,ESS,PODRAVSKA,PTUJ,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
88,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,ASTRON D.O.O.,150500.19,127925.16,22575.03,,MR-08/14,OP RČV,ESS,PODRAVSKA,MARIBOR,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
89,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,OLMA PROIZVODNJA KEMIČNIH IZDELKOV D.D.,198015.08,168312.82,29702.26,,MR-08/68,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
90,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,OCEAN ORCHIDS D.O.O,66241.94,56305.65,9936.29,,MR-08/19,OP RČV,ESS,POMURSKA,DOBROVNIK,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
91,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,"COLOR INDUSTRIJA SINTETIČNIH SMOL, BARV IN LAKOV, D.D.",198015.08,168312.82,29702.26,,MR-08/21,OP RČV,ESS,OSREDNJESLOVENSKA,MEDVODE,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
92,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,"INŠTITUT ZA VODARSTVO, DRUŽBA ZA POSLOVNO SVETOVANJE, D.O.O.",198015.08,168312.82,29702.26,,MR-08/23,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
93,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,KANARDIA D.O.O.,193314.38,164317.22,28997.16,,MR-08/24,OP RČV,ESS,SAVINJSKA,CELJE,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
94,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,"TREKTREK, TRGOVINA, TURIZEM IN STORITVE, D.O.O.",150747.08,128135.02,22612.06,,MR-08/25,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
95,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,LABENA D.O.O.,153111.75,130144.99,22966.76,,MR-08/26,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
96,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,"BELINKA PERKEMIJA KEMIČNA INDUSTRIJA, D.O.O.",193314.38,164317.22,28997.16,,MR-08/27,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
97,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,TURBOINŠTITUT D.D.,191971.4,163175.69,28795.71,,MR-08/28,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
98,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,"EIPF, EKONOMSKI INŠTITUT, D.O.O.",146046.38,124139.42,21906.96,,MR-08/29,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
99,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,"SEMENARNALJUBLJANA, PROIZVODNJA IN TRGOVINA, D.D.",196672.64,167171.74,29500.9,,MR-08/30,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
100,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,VALKARTON D.D.,198015.08,168312.82,29702.26,,MR-08/31,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
101,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,MAKSIM D.O.O.,116653.68,99155.63,17498.05,,MR-08/32,OP RČV,ESS,SAVINJSKA,CELJE,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
102,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,INŠTITUT BION D.O.O.,192643.16,163746.69,28896.47,,MR-08/33,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
103,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,ABANKA VIPA D.D.,150747.08,128135.02,22612.06,,MR-08/34,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
104,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,"CBS INŠTITUT, D.O.O.",196672.1,167171.29,29500.81,,MR-08/35,OP RČV,ESS,JUGOVZHODNA SLOVENIJA,TREBNJE,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
105,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,FRUCTAL D.D.,201372.8,171166.88,30205.92,,MR-08/36,OP RČV,ESS,GORIŠKA,AJDOVŠČINA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
106,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,"IGMAT, INŠTITUT ZA GRADBENE MATERIALE, D.D.",196672.1,167171.29,29500.81,,MR-08/37,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
107,JAVNI RAZPIS ZA KREPITEV RAZVOJNIH ODDELKOV V PODJETJIH,IOS D.O.O.,397863.74,338184.18,59679.56,,KROP - IOS - D.O.O. - 000544,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2011,JAVNI RAZPIS,PODJETNIŠTVO,OU,
108,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,TERMOELEKTRARNA ŠOŠTANJ D.O.O.,154156.29,131032.85,23123.44,,MR-08/39,OP RČV,ESS,SAVINJSKA,ŠOŠTANJ,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
109,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,ELEKTROMATERIAL LENDAVA D.D.,196336.22,166885.79,29450.43,,MR-08/49,OP RČV,ESS,POMURSKA,LENDAVA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
110,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2010,ELVEZ D.O.O.,155299.88,132004.9,23294.98,,PROGRAM DELA MLADEGA RAZISKOVALCA IZ GOSPODARSTVA - MR-10,OP RČV,ESS,OSREDNJESLOVENSKA,IVANČNA GORICA,2010,JAVNI RAZPIS,PODJETNIŠTVO,OU,
111,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,TELEKOM SLOVENIJE D.D.,153111.75,130144.99,22966.76,,MR-08/43,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
112,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,"MOBITEL, D.D.",198015.08,168312.82,29702.26,,MR-08/44,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
113,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,AVL-AST D.O.O.,198015.08,168312.82,29702.26,,MR-08/53,OP RČV,ESS,PODRAVSKA,MARIBOR,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
114,JAVNI RAZPIS ZA KREPITEV RAZVOJNIH ODDELKOV V PODJETJIH,COSYLAB D.D.,396105.54,336689.71,59415.83,,KROP - COSYLAB D.D. - 000467,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2011,JAVNI RAZPIS,PODJETNIŠTVO,OU,
115,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,ZRS BISTRA PTUJ,193314.38,164317.22,28997.16,,MR-08/55,OP RČV,ESS,PODRAVSKA,PTUJ,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
116,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,"CELICA BIOMEDICINSKI CENTER, D.O.O.",148717.04,126409.48,22307.56,,MR-08/56,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
117,JAVNI RAZPIS ZA KREPITEV RAZVOJNIH ODDELKOV V PODJETJIH 2012,COSYLAB D.D.,351718.27,298960.53,52757.74,,KROP 2012-57,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2012,JAVNI RAZPIS,PODJETNIŠTVO,OU,
118,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,GRADBENI INŠTITUT ZRMK D.O.O.,112269.4,95428.99,16840.41,,MR-08/58,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
119,JAVNI RAZPIS ZA KREPITEV RAZVOJNIH ODDELKOV V PODJETJIH 2012,ČETRTA POT D.O.O.,109095.29,92731,16364.29,,KROP 2012-21,OP RČV,ESS,GORENJSKA,KRANJ,2012,JAVNI RAZPIS,PODJETNIŠTVO,OU,
120,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,"T5 POSREDNIŠTVO, TRGOVINA IN SVETOVANJE D.O.O.",198015.08,168312.82,29702.26,,MR-08/61,OP RČV,ESS,SAVINJSKA,ŠENTJUR,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
121,JAVNI RAZPIS ZA KREPITEV RAZVOJNIH ODDELKOV V PODJETJIH 2012,SENSUM D.O.O.,72930,61990.5,10939.5,,KROP 2012-04,OP RČV,ESS,OSREDNJESLOVENSKA,DOBROVA-POLHOV GRADEC,2012,JAVNI RAZPIS,PODJETNIŠTVO,OU,
122,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,VISPORT D.O.O.,144703.4,122997.89,21705.51,,MR-08/66,OP RČV,ESS,OBALNO-KRAŠKA,KOPER,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
123,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,AMBIENT D.O.O.,198015.08,168312.82,29702.26,,MR-08/67,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
124,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2009,OMEGA D.O.O.,155018.27,131765.53,23252.74,,PROGRAM DELA MLADEGA RAZISKOVALCA IZ GOSPODARSTVA - MR-09/27,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
125,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,INŠTITUT ZA FIZIKALNO BIOLOGIJO D.O.O.,148891.34,126557.64,22333.7,,MR-08/71,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
126,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,INŠTITUT ZA FIZIKALNO BIOLOGIJO D.O.O.,148891.34,126557.64,22333.7,,MR-08/72,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
127,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,"INFORMATIZACIJA, ENERGETIKA, AVTOMATIZACIJA D.O.O.",197343.86,167742.28,29601.58,,MR-08/75,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
128,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,ŠTORE STEEL D.O.O.,196896.2,167361.77,29534.43,,MR-08/78,OP RČV,ESS,SAVINJSKA,ŠTORE,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
129,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,ŠTORE STEEL D.O.O.,195553.22,166220.24,29332.98,,MR-08/79,OP RČV,ESS,SAVINJSKA,ŠTORE,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
130,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,C3M D.O.O.,192643.16,163746.69,28896.47,,MR-08/80,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
131,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,VIRIS D.O.O.,146046.38,124139.42,21906.96,,MR-08/84,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
132,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,LOTRIČ LABORATORIJ ZA MEROSLOVJE D.O.O.,196672.64,167171.74,29500.9,,MR-08/85,OP RČV,ESS,GORENJSKA,ŽELEZNIKI,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
133,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,LOTRIČ LABORATORIJ ZA MEROSLOVJE D.O.O.,109440.7,93024.6,16416.1,,MR-08/86,OP RČV,ESS,GORENJSKA,ŽELEZNIKI,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
134,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,CETIS D.D.,198015.08,168312.82,29702.26,,MR-08/87,OP RČV,ESS,SAVINJSKA,CELJE,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
135,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,ISKRA INDUSTRIJA SESTAVNIH DELOV - STRUGARSTVO D.O.O.,154156.29,131032.85,23123.44,,MR-08/88,OP RČV,ESS,GORENJSKA,KRANJ,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
136,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2008,CIVIS D.O.O.,202715.78,172308.41,30407.37,,MR-08/90,OP RČV,ESS,PODRAVSKA,MARIBOR,2008,JAVNI RAZPIS,PODJETNIŠTVO,OU,
137,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),"HIDRAVLIKA IN MEHANIKA RAF, D.O.O.",47894.73,40710.52,7184.21,,RAZISKAVA IN RAZVOJ MODULARNEGA ORODJA ZA DELOVNE STROJE,OP RČV,ESS,OSREDNJESLOVENSKA,LITIJA,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
138,JAVNI RAZPIS ZA KREPITEV RAZVOJNIH ODDELKOV V PODJETJIH 2012,AEROGEL CARD D.O.O.,84618.96,71926.12,12692.84,,KROP 2012-29,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2012,JAVNI RAZPIS,PODJETNIŠTVO,OU,
139,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),"REPAR ELEKTRONIKA, PODJETJE ZA NAČRTOVANJE, PROIZVODNJO IN PRODAJO, ŠKOFLJICA, D.O.O.",166864.55,141834.87,25029.68,,METALOKACIJSKA BORZA PREVOZOV,OP RČV,ESS,OSREDNJESLOVENSKA,ŠKOFLJICA,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
140,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),CIVIS D.O.O.,72089.47,61276.05,10813.42,,SPLETNA PODPORNA MREŽA STORITEV ZA PODJETJA,OP RČV,ESS,PODRAVSKA,MARIBOR,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
141,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),ROTO D.O.O.,199071.04,169210.38,29860.66,,INOVATIVNO IZKORIŠČANJE ENERGIJE VETRA Z MALIMI VETRNIMI ELEKTRARNAMI ZA INDIVIDUALNO RABO,OP RČV,ESS,POMURSKA,MURSKA SOBOTA,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
142,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),"I.M. INŽENIRING PODJETJE ZA PROCESNO KRMILJENJE IN AVTOMATIZACIJO PROIZVODNJE, D.O.O.",25821.55,21948.32,3873.23,,"RAZVOJ NOVEGA PRODUKTA - SISTEM PARALELNEGA, SINHRONEGA VODENJA IN REGULACIJE KALILNIH PEČI, S HKRATNIM UPRAVLJANJEM ELEKTRIČNE KONICE IN OPTIMALNIM ENERGETSKIM MANAGEMENTOM PROIZVODNJE",OP RČV,ESS,KOROŠKA,RAVNE NA KOROŠKEM,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
143,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),KOVA D.O.O.,33646.06,28599.15,5046.91,,METODA OCENA TVEGANJ,OP RČV,ESS,SAVINJSKA,CELJE,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
144,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),LOTRIČ LABORATORIJ ZA MEROSLOVJE D.O.O.,38961.51,33117.28,5844.23,,PRESKUS VARNOSTNEGA VENTILA POD TLAČNO IN TOPLOTNO OBREMENITVIJO,OP RČV,ESS,GORENJSKA,ŽELEZNIKI,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
145,JAVNI RAZPIS ZA KREPITEV RAZVOJNIH ODDELKOV V PODJETJIH,ČETRTA POT D.O.O.,351755.06,298991.8,52763.26,,KROP - ČETRTA POT D.O.O. - 000496,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2011,JAVNI RAZPIS,PODJETNIŠTVO,OU,
146,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),"BASING, STROJNI IN RAČUNALNIŠKI INŽENIRING, D.O.O.",125041.57,106285.33,18756.24,,TARANTELA 08,OP RČV,ESS,GORENJSKA,BLED,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
147,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),"ANALITICA, RAČUNALNIŠTVO IN SVETOVANJE, D.O.O.",151705.26,128949.47,22755.79,,RAZVOJ PROGRAMSKEGA PAKETA ZA ALM,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
148,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),AEROSOL D.O.O.,165808.12,140936.9,24871.22,,"UV AETHALOMETER - INŠTRUMENT ZA MERJENJE OGLJIČNIH AEROSOLOV, KI ABSORBIRAJO SVETLOBO V UV IN MODREM DELU SPEKTRA",OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
149,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),"NOVIKLIK, INFORMACIJSKE TEHNOLOGIJE, D.O.O.",47236.96,40151.42,7085.54,,UPORABA SOLARNIH FOTOVOLTAIČNIH SISTEMOV PRI SANACIJI KAMNOLOMOV,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
150,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),VIRIS D.O.O.,83771.04,71205.38,12565.66,,INFORMACIJSKI SISTEM ZA VODENJE GOLFSKIH TURNIRJEV,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
151,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),"SLEDENJE, INFORMACIJSKE STORITVE, D.O.O.",93242.09,79255.78,13986.31,,TRACK PRO,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
152,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),"NETIS, RAČUNALNIŠKI INŽENIRING, D.O.O.",81999.99,69699.99,12300,,RAZŠIRITEV FUNKCIONALNOSTI ORODJA ZA ANALIZO TVEGANJ,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
153,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),INŠTITUT ZA FIZIKALNO BIOLOGIJO D.O.O.,34582.41,29395.05,5187.36,,VEČSTOPENJSKI NANOBIOREAKTOR,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
154,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),GOAP D.O.O.,149712.62,127255.73,22456.89,,MULTIMEDIJSKA PLATFORMA,OP RČV,ESS,GORIŠKA,NOVA GORICA,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
155,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),"GEA COLLEGE PIC POSLOVNOIZOBRAŽEVALNI CENTER, D.O.O.",162020.48,137717.41,24303.07,,R&R CENTRA PODJETNIŠKE ODLIČNOSTI,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
156,MLADI RAZISKOVALCI IZ GOSPODARSTVA – GENERACIJA 2009,BIA D.O.O.,155018.27,131765.53,23252.74,,PROGRAM DELA MLADEGA RAZISKOVALCA IZ GOSPODARSTVA - MR-09/127,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2009,JAVNI RAZPIS,PODJETNIŠTVO,OU,
157,JAVNI RAZPIS ZA SOFINANCIRANJE STROŠKOV PROJEKTNIH INTERDISCIPLINARNIH SKUPIN (ŠT. I),ŠKRLJ KOVINSKA OPREMA D.O.O.,199967.33,169972.23,29995.1,,VINTELLIGENCE: INTELIGENTNI SISTEM ZA VODENJE IN NADZOR VINSKIH KLETI,OP RČV,ESS,OSREDNJESLOVENSKA,LJUBLJANA,2010,JAVNI RAZPIS,PODJETNIŠTVO,OU,
