beneficiary,beneficiary_address,project_title,project_description,total_amount,status,funding_agency
Kloster-Apotheke Mag Seyfer t OHG,"7021 BAUMGARTEN, Hauptstraße 34",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Warenmanagement,238,A,Arbeitsmarktservice Burgenland
Kloud Herbert,"7461 Mönchmeierhof, Nr. 36","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Vorbereitungslehrgang auf die Buchhalterprüfung,862.5,A,Wirtschaft Burgenland GmbH
Kloyber,"7091 Breitenbrunn, Prangerstraße 47",Qualifizierungsförderung für Beschäftigte,"Qualifizierungsförderung für Beschäftigte: Betriebswirtschaft, Kennzahlenvergleich, Betriebsoptimierung d. Kostenreduzierung",551.41,A,Arbeitsmarktservice Burgenland
Kloyber,"7091 Breitenbrunn, Prangerstraße 47",Qualifizierungsförderung für Beschäftigte,"Qualifizierungsförderung für Beschäftigte: Betriebswirtschaft, Kennzahlenvergleich, Gewinnorientierte Planung",2401.96,A,Arbeitsmarktservice Burgenland
Knaus Reisen,"8383 St. Martin/R., Hauptstr. 31",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Berufskraftfahrerweiterbildung D95,1032.08,A,Arbeitsmarktservice Burgenland
Koch Sabine Ing.,"7061 Trausdorf an der Wulka, Leithaberggasse 1","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Schulung: Verkehrssicherheitsauditoren und Road Safety Inspektoren - Fachseminar; Energieberater A; Energieberater F; Rhetorik Aufbau; Adobe Dreamweaver - Grundlagen,1355.12,A,Wirtschaft Burgenland GmbH
Koch Sabine Ing.,"7061 Trausdorf an der Wulka, Leithaberggasse 1","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Seminar: Kommunale Straßen - Projektierung kommunaler Straßen; Seminar: Kommunale Straßen - Bauliche Straßenerhaltung,330,A,Wirtschaft Burgenland GmbH
Kögl GmbH,"7000 Eisenstadt, Marktstraße 3",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Ausbildung zum weltweit anerkannten IPAF Trainer,1080,A,Arbeitsmarktservice Burgenland
Kögl GmbH,"7000 Eisenstadt, Marktstraße 3",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Ausbildung zur Sachkunde in der Ladungssicherung gem. Ausbildungsnachweis VDI 27,363.75,A,Arbeitsmarktservice Burgenland
Kögl GmbH,"7000 Eisenstadt, Marktstraße 3",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Verordnung über den Schutz der Arbeitnehmer vor explosionsfähigen Ammosphären-VE,180,A,Arbeitsmarktservice Burgenland
Kögl GmbH,"7000 Eisenstadt, Marktstraße 3",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Fachausbildung zur Sicherheitsfachkraft,2100,A,Arbeitsmarktservice Burgenland
Kögl GmbH,"7000 Eisenstadt, Thomas A. Edison Straße 2","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Ausbildungslehrgang: Train the TrainerIn, gehirn-gerecht Lehren/Lernen",1907.92,A,Wirtschaft Burgenland GmbH
Kögl GmbH,"7000 Eisenstadt, Thomas A. Edison Straße 2","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Emotional Selling - Kunden begeistern, Umsatz steigern",442.5,A,Wirtschaft Burgenland GmbH
Kögl GmbH,"7000 Eisenstadt, Thomas A. Edison Straße 2","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Ausbildung zur Sachkunde in der Ladungssicherung gem. Ausbildungsnachweis VDI 2700a,363.75,A,Wirtschaft Burgenland GmbH
Kögl GmbH,"7000 Eisenstadt, Thomas A. Edison Straße 2","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Ausbildung zum IPAF-Trainer Hubarbeitsbühnen,1117.5,A,Wirtschaft Burgenland GmbH
Kögl GmbH,"7000 Eisenstadt, Thomas A. Edison Straße 2","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Seminar ASO 09-12 ""Ausbildung zum Regalprüfer/Regalinspekteur als befähigte Person zur Prüfung von Regalanlagen""",937.5,A,Wirtschaft Burgenland GmbH
Kögl GmbH,"7000 Eisenstadt, Marktstraße 3","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Ausbildung zum ISO-zertifizierten Fachtrainer,1785,A,Wirtschaft Burgenland GmbH
Kögl GmbH,"7000 Eisenstadt, Marktstraße 3","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Industrieklettern Level 1 - Ausbildung nach FISAT Standard,1462.5,A,Wirtschaft Burgenland GmbH
Kögl GmbH,"7000 Eisenstadt, Marktstraße 3","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Kompaktlehrgang Stimme & Gesprächsführung,1718.77,A,Wirtschaft Burgenland GmbH
Kögl GmbH,"7000 Eisenstadt, Marktstraße 3","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Lehrgang Höhenarbeiter - Seilbasiertes Industrieklettern,768.75,A,Wirtschaft Burgenland GmbH
Kögl GmbH,"7000 Eisenstadt, Marktstraße 3","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Kompaktlehrgang Rede-Rhetorik für Führungskräfte,1718.77,A,Wirtschaft Burgenland GmbH
Kögl GmbH,"7000 Eisenstadt, Marktstraße 3","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Kurs ""Industrieklettern (SZP) Level 2",1350,A,Wirtschaft Burgenland GmbH
Kögl GmbH,"7000 Eisenstadt, Marktstraße 3","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Diplomlehrgang Burnout-Prophylaxe-Trainer/in,1650,A,Wirtschaft Burgenland GmbH
Kögl Helmut Heinz Ing,"2491 Neufeld an der Leitha, Prof Franz Erntl Siedl 17",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Ausbildung zum Brandschutzbeauftragten,476,A,Arbeitsmarktservice Burgenland
Kögl Nicole,"2491 Neufeld an der Leitha, Hauptstraße 55 A/2/4","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Kinesiotaping (K-Taping) Pro Kurs,412.5,A,Wirtschaft Burgenland GmbH
KOGLER Aufzugsbau GmbH,"7423 Neustift a.d.L., Neustift 162",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: MAG-Schweißen II,1738,A,Arbeitsmarktservice Burgenland
KOGLER Aufzugsbau GmbH,"7423 Neustift a.d.L., Neustift 162",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: Elektroschweißen II,798,A,Arbeitsmarktservice Burgenland
KOGLER Aufzugsbau GmbH,"7423 Neustift a.d.L., Neustift 162",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: Schweißerausbildung,4543,A,Arbeitsmarktservice Burgenland
Kohla - Strausz Gesellschaft m.b.H.,"7344 Stoob, Industriestraße","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Englisch im Einzeltraining,1102.5,A,Wirtschaft Burgenland GmbH
Kohla - Strausz Gesellschaft m.b.H.,"7344 Stoob, Industriestraße","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Englisch im Einzeltraining (Berlitz Proficiency Level 4),1080,A,Wirtschaft Burgenland GmbH
Kohla-Strauss GmbH.,"7535 St. Michael, Oberwarter Strasse 274",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: MS Excel Grundlagen,232.5,A,Arbeitsmarktservice Burgenland
Kohwalter Eva Maria,"7371 Piringsdorf, Stockwiesen 14","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Touch for Health - Spezialausbildung,900,A,Wirtschaft Burgenland GmbH
KOINEGG Josef GmbH. & Co KG,"7000 Eisenstadt, Rusterstr. 110",Qualifizierungsförderung für Beschäftigte,"Qualifizierungsförderung für Beschäftigte: Einkauf, Verkauf, Kundendienst",7597.16,A,Arbeitsmarktservice Burgenland
Koinegg Service GmbH,"7000 EISENSTADT, Rusterstraße 110",Qualifizierungsförderung für Beschäftigte,"Qualifizierungsförderung für Beschäftigte: Einkauf, Verkauf, Kundendienst",2507.46,A,Arbeitsmarktservice Burgenland
KOLAR Baustoff GmbH,"7100 Neusiedl am See, Untere Hauptstraße 79",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Auto CAD 1 und Auto CAD LT Grundlagen,585,A,Arbeitsmarktservice Burgenland
Kölbl Barbara,"7100 Neusiedl am See, Gartensiedlung 8","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Shiatsu Ausbildung,2781.75,A,Wirtschaft Burgenland GmbH
Kollarits Josef GmbH,"7344 Stoob, Waldgasse 1a",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Colleg für Verkäufer - Teil 1,7467.91,A,Arbeitsmarktservice Burgenland
Kollarits Josef GmbH,"7344 Stoob, Waldgasse 1a",Qualifizierungsförderung für Beschäftigte,"Qualifizierungsförderung für Beschäftigte: Ausbildung Telefon für Innen- Außendienst, Techniker u. Monteure",6720.75,A,Arbeitsmarktservice Burgenland
Kollarits Josef GmbH,"7344 Stoob, Waldgasse 1a",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Ausbildung Kundenorientierung für Techniker und Monteure,3560.91,A,Arbeitsmarktservice Burgenland
Kollarits Josef GmbH,"7344 Stoob, Waldgasse 1a",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Colleg für Verkäufer - Teil 2,4752.35,A,Arbeitsmarktservice Burgenland
Kollarits Josef GmbH,"7344 Stoob, Waldgasse 1a",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Colleg für Verkäufer - Teil 3,1150.28,A,Arbeitsmarktservice Burgenland
Kollarits Josef GmbH,"7344 Stoob, Waldgasse 1a",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Körpersprache und Zeitmanagement,5311.46,A,Arbeitsmarktservice Burgenland
Kollarits Josef GmbH,"7344 Stoob, Waldgasse 1a",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: Schweißerausbildung,552,A,Arbeitsmarktservice Burgenland
Kollarits Josef GmbH,"7344 Stoob, Waldgasse 1a",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: Sicherheitstechnische Ausbildung,216,A,Arbeitsmarktservice Burgenland
Kollarits Josef GmbH,"7344 Stoob, Waldgasse 1 a","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Colleg für Verkäufer, Teil 1-3; Telefon für Innen- und Außendienst sowie Techniker und Monteure; Ausbildung für Führungskräfte",4113.33,A,Wirtschaft Burgenland GmbH
Koller Bernhard Ing.,"7435 Günseck, Nr. 66","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",International Welding Engineer (IWE) Lehrgang,3210,A,Wirtschaft Burgenland GmbH
Koller Bernhard Ing.,"7435 Günseck, Nr. 66","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",International Welding Engineer (IWE) Lehrgang Teil 2,1672.5,A,Wirtschaft Burgenland GmbH
Koller Jürgen,"7221 Marz, Blumengasse 12","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",AutoCAD 1 - Grundlagen,412.5,A,Wirtschaft Burgenland GmbH
Koller KG,"8385 Neuhaus am Klausenbach, Panoramastraße 11","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Gebäudebeurteilung im Rahmen der Inspektion von Heizanlagen,300,A,Wirtschaft Burgenland GmbH
Koller Margit,"7071 Rust, Horst Uhlemannstraße 28","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Akupunkt-Massage nach Penzel, Kurs B",382.5,A,Wirtschaft Burgenland GmbH
Koller Margit,"7071 Rust, Horst Uhlemannstraße 28","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Lymphdrainage Basiskurs; Lymphdrainage Therapiekurs 1; Lymphdrainage Therapiekurs 2,997.5,A,Wirtschaft Burgenland GmbH
Koller Rubak GesmbH,"7210 Mattersburg, Industriestrasse 1-3",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Rhetorik und Verhalten,258.75,A,Arbeitsmarktservice Burgenland
Koller Rubak GesmbH,"7210 Mattersburg, Industriestrasse 1-3",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Weiterbildung Berufskraftfahrer,2205,A,Arbeitsmarktservice Burgenland
Koller Rubak GesmbH,"7210 Mattersburg, Industriestrasse 1-3",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Weiterbildung Berufskraftfahrer,287,A,Arbeitsmarktservice Burgenland
Koller Rubak GesmbH,"7210 Mattersburg, Industriestrasse 1-3",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Grundkurs Kanalisationsanlagen,964.8,A,Arbeitsmarktservice Burgenland
Köller Tore & Antriebe GmbH,"7023 Stöttera, Hauptstraße 73",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Sicherheitsbeauftragte,452.12,A,Arbeitsmarktservice Burgenland
Kölly Bernhard,"7301 Deutschkreutz, Girmerstraße 59","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Ausbildungspaket Wasserschadensanierung,1185,A,Wirtschaft Burgenland GmbH
Kölly Bernhard,"7301 Deutschkreutz, Girmerstraße 59","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Ladekranfahrerausbildung,607.5,A,Wirtschaft Burgenland GmbH
Kolm Isabella,"2424 Zurndorf, Untere Hauptstraße 38","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Einnahmen-/Ausgabenrechnung,232.5,A,Wirtschaft Burgenland GmbH
KOMET Reisen,"7423 Pinkafeld, Ing.-Julius- Raab-Straße 7a",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Der Kunde im Mittelpunkt aller Aktivitäten,1640.1,A,Arbeitsmarktservice Burgenland
KOMET Reisen,"7423 Pinkafeld, Ing.-Julius- Raab-Straße 7a",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: Fahrerqualifikationen,1616.7,A,Arbeitsmarktservice Burgenland
Konetzny GmbH. & Co KG,"7540 Güssing, Wiener Straße 64","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Unternehmertraining,870,A,Wirtschaft Burgenland GmbH
König & Unger Gesellschaft m.b.H.,"7051 Großhöflein, Koglgasse 7","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",C95 Weiterbildung Modul 1-5,212.32,A,Wirtschaft Burgenland GmbH
Köppel Gerhard Bmstr. DI (FH),"7350 Oberpullendorf, Hauptstraße 6A","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Seminar ""Versicherungs Know-how"", Flach- & Steildächer"", ""Schimmel an Bauwerken"", ""Abgrenzung zwischen Haftpflicht- und Bauwesenversicherung""",1213.2,A,Wirtschaft Burgenland GmbH
Köppel Gerhard Bmstr. DI (FH),"7350 Oberpullendorf, Hauptstraße 6A","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Seminarreihe ""Wissenswertes für Bau- und Amts- Sachverständige""",1350,A,Wirtschaft Burgenland GmbH
Korbatits Heidemaria,"7503 Großpetersdorf, Waldweg 4","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Fachspezifikum ""Systemische Familientherapie"" (1. Ausbildungsteil vom 09.03.2012 bis 23.02.2014)",4750,A,Wirtschaft Burgenland GmbH
Kornfeind Milan Alfons Dr,"7061 Trausdorf an der Wulka, Neubaugasse 26",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Ordinationsgehilfe/in,735,A,Arbeitsmarktservice Burgenland
Kornfeld Walter,"7551 Stegersbach, Berggasse 2",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Handwerk im Trend/Floristik Workshop,1024.83,A,Arbeitsmarktservice Burgenland
Koryphäen,"7100 Neusiedl am See, Obere Hauptstraße 14 - 16",Sozialökonomische Betriebe,Sozialökonomische Betriebe: KORYPHÄEN (Verlängerung),433287.78,A,Arbeitsmarktservice Burgenland
Koryphäen,"7100 Neusiedl am See, Obere Hauptstraße 14 - 16",Sozialökonomische Betriebe,Sozialökonomische Betriebe: KORYPHÄEN (Verlängerung) (Verlängerung),478732.46,A,Arbeitsmarktservice Burgenland
Koryphäen,"7100 Neusiedl am See, Obere Hauptstraße 14 - 16",Sozialökonomische Betriebe,Sozialökonomische Betriebe: KORYPHÄEN (Verlängerung) (Verlängerung) (Verlängerung),535472.38,A,Arbeitsmarktservice Burgenland
Koryphäen,"7100 Neusiedl am See, Obere Hauptstraße 14 - 16",Sozialökonomische Betriebe,Sozialökonomische Betriebe: KORYPHÄEN (Verlängerung) (Verlängerung) (Verlängerung) (Verlängerung),577927.08,A,Arbeitsmarktservice Burgenland
Koryphäen,"7100 Neusiedl am See, Obere Hauptstraße 14 - 16",Sozialökonomische Betriebe,Sozialökonomische Betriebe: KORYPHÄEN (Verlängerung) (Verlängerung) (Verlängerung) (Verlängerung) (Verlänger,570166.66,A,Arbeitsmarktservice Burgenland
Koryphäen,"7100 Neusiedl am See, Obere Hauptstraße 14 - 16",Sozialökonomische Betriebe,Sozialökonomische Betriebe: KORYPHÄEN (Verlängerung) (Verlängerung) (Verlängerung) (Verlängerung) (Verlänger,639128.9,A,Arbeitsmarktservice Burgenland
Koryphäen,"7100 Neusiedl am See, Obere Hauptstraße 14 - 16",Sozialökonomische Betriebe,Sozialökonomische Betriebe: KORYPHÄEN (Verlängerung) (Verlängerung) (Verlängerung) (Verlängerung) (Verlänger,561523.38,A,Arbeitsmarktservice Burgenland
Kosak OHG,"2460 Bruckneudorf, Gärtnergasse 3-5",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Floristik für Advent und Weihnachten,176.25,A,Arbeitsmarktservice Burgenland
Kosak OHG,"2460 Bruckneudorf, Gärtnergasse 3-5",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Workshop mit Meisterflorist Gregor Lersch,187.5,A,Arbeitsmarktservice Burgenland
Kosak OHG,"2460 Bruckneudorf, Gärtnergasse 3-5",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Hochwertige Floristik,662.32,A,Arbeitsmarktservice Burgenland
Koschi Gerhard Adolf Ing. MBA Dr.,"7061 Trausdorf an der Wulka, Lerchengasse 35","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",CMC-Beraterlehrgang,2546.81,A,Wirtschaft Burgenland GmbH
Koschi Gerhard Adolf Ing. MBA Dr.,"7061 Trausdorf an der Wulka, Lerchengasse 35","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften","Lehrgang ""Certified Turnaround Expert""",1042.5,A,Wirtschaft Burgenland GmbH
Koth Josef Johann,"7344 Stoob, Hauptstraße 135","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Energieausweis für Wohngebäude,435,A,Wirtschaft Burgenland GmbH
Kotras Tanja,"7091 Breitenbrunn, Am Haidenberg 45","Aus- und Weiterbildung von UnternehmerInnen, Fach- und Führungskräften",Einnahmen-/Ausgabenrechnung,232.5,A,Wirtschaft Burgenland GmbH
KPA Katzbeck ProduktionsGmb H Austria,"7571 Rudersdorf (Bgld.), Teichweg 6",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Ausbildung zum CNC-Spezialisten,7087.5,A,Arbeitsmarktservice Burgenland
KPA Katzbeck ProduktionsGmb H Austria,"7571 Rudersdorf (Bgld.), Teichweg 6",Qualifizierungsförderung für Beschäftigung Qualifizierungsverbund,Qualifizierungsförderung für Beschäftigte: FIT FOR SALES Workshop,1704.56,A,Arbeitsmarktservice Burgenland
KPA Katzbeck ProduktionsGmb H Austria,"7571 Rudersdorf (Bgld.), Teichweg 6",Qualifizierungsförderung für Beschäftigte,Qualifizierungsförderung für Beschäftigte: Ausbildung zum Qualitätsbeauftragten,2871.81,A,Arbeitsmarktservice Burgenland
