Bénéficiaires,Date de la demande,Montant total des chèques technologiques,Feder décidées,Part wallonne décidées,Montants cofinancés décidées,Feder payées,Part wallonne payées,Montants cofinancés payées,Date de clôture,project
C.E. +T. TECHNICS,9/10/2013,5000,1500,2250,3750,1500,2250,3750,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LAMBDA - X,9/10/2013,2000,600,900,1500,600,900,1500,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NEW BARON & LEVEQUE EAST,8/10/2013,9500,2850,4275,7125,2850,4275,7125,27/08/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ACTINA,23/10/2013,2000,600,900,1500,600,900,1500,31/03/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NANOCYL,14/10/2013,6000,1800,2700,4500,1800,2700,4500,14/02/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NANOCYL,17/10/2013,2000,600,900,1500,600,900,1500,6/11/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ZENTECH,21/10/2013,2000,600,900,1500,600,900,1500,27/02/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LANAFORM LANA ALLPEAK,21/10/2013,3000,900,1350,2250,900,1350,2250,11/03/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
S.A. Ets. R. HEINEN N.V.,25/10/2013,4000,1200,1800,3000,1200,1800,3000,18/12/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
IDEVY,6/11/2013,20000,6000,9000,15000,6000,9000,15000,14/02/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SANIFOX,13/11/2013,20000,6000,9000,15000,6000,9000,15000,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ELIOSYS,19/11/2013,4500,1350,2025,3375,1350,2025,3375,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NOMICS,22/11/2013,6500,1950,2925,4875,1950,2925,4875,14/02/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Apptree,22/11/2013,20000,6000,9000,15000,3900,5850,9750,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DYVERTEX,27/11/2013,2000,600,900,1500,600,900,1500,27/02/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Aepodia,28/11/2013,4500,1350,2025,3375,1350,2025,3375,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ERIC ROMPEN IMPLANTOLOGIE,11/12/2013,8000,2400,3600,6000,2400,3600,6000,08/04/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DIM3,3/12/2013,5000,1500,2250,3750,1500,2250,3750,08/04/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CARLOR ENGINEERING,9/12/2013,10000,3000,4500,7500,3000,4500,7500,16/05/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
EURO HEAT PIPES,10/12/2013,19500,5850,8775,14625,5850,8775,14625,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PUR VER,11/12/2013,2500,750,1125,1875,750,1125,1875,27/08/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
WALOPT,12/12/2013,14000,4200,6300,10500,4200,6300,10500,26/05/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
EURO PIECES DEPANNAGE,11/12/2013,500,150,225,375,150,225,375,27/02/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
IsoHemp,17/12/2013,500,150,225,375,150,225,375,31/03/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MEURENS NATURAL,17/12/2013,8000,2400,3600,6000,2400,3600,6000,16/05/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Brasserie d'Orval,30/01/2014,12000,3600,5400,9000,3600,5400,9000,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MITIS,26/12/2013,18000,5400,8100,13500,5400,8100,13500,03/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ALTERNATECH,18/12/2013,3000,900,1350,2250,900,1350,2250,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MT CONSULTING,18/12/2013,20000,6000,9000,15000,6000,9000,15000,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CORIS BIOCONCEPT,24/12/2013,14000,4200,6300,10500,4200,6300,10500,08/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CORIS BIOCONCEPT,24/12/2013,6000,1800,2700,4500,1800,2700,4500,08/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PLASTIFLAC-LEJEUNE,26/12/2013,10000,3000,4500,7500,3000,4500,7500,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
JD'C INNOVATION,19/12/2013,19500,5850,8775,14625,5850,8775,14625,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LASERSPEC,31/12/2013,20000,6000,9000,15000,6000,9000,15000,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MEDI - LINE,23/12/2013,8000,2400,3600,6000,1200,1800,3000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ILLUBEL,27/12/2013,20000,6000,9000,15000,6000,9000,15000,03/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BODAIR,26/12/2013,20000,6000,9000,15000,6000,9000,15000,17/10/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
FIB BELGIUM SA,03/01/2014,3500,1050,1575,2625,1050,1575,2625,31/03/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ELECTRONIC SYSTEMS DESIGN,27/12/2013,18000,5400,8100,13500,5400,8100,13500,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
IMW PRODUCTIONS BELGIUM,27/12/2013,12000,3600,5400,9000,2400,3600,6000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
IMCYSE,24/12/2013,11000,3300,4950,8250,3300,4950,8250,03/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DEFITEC,26/12/2013,5500,1650,2475,4125,1650,2475,4125,08/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
INNOVATION TECHNOLOGY ENIRONNEMENT QUALITY (ITEQ),30/12/2013,20000,6000,9000,15000,6000,9000,15000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Serviplast,07/03/2014,500,150,225,375,150,225,375,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MOTTRIX snc,09/01/2014,13500,4050,6075,10125,4050,6075,10125,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MOTTRIX snc,09/01/2014,4500,1350,2025,3375,1350,2025,3375,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
HYDROPROTECT,14/01/2014,500,150,225,375,150,225,375,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Produits de Viande d'ARGIFRAL,16/01/2014,1000,300,450,750,300,450,750,27/02/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
AMPI,23/01/2014,6000,1800,2700,4500,1800,2700,4500,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NOVALON,25/09/2014,1000,300,450,750,300,450,750,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NANOCYL,27/01/2014,6000,1800,2700,4500,1800,2700,4500,16/05/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NEW BARON & LEVEQUE EAST,29/01/2014,8000,2400,3600,6000,2400,3600,6000,6/11/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
VN Developments,30/01/2014,5000,1500,2250,3750,1500,2250,3750,27/02/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
VECTURIS,13/02/2014,19500,5850,8775,14625,5850,8775,14625,6/11/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ENTREPRISES Jean NONET et FILS,06/02/2014,3500,1050,1575,2625,1050,1575,2625,16/05/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Grando,06/02/2014,4000,1200,1800,3000,1200,1800,3000,1/12/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ADVANCED COATING,07/02/2014,5000,1500,2250,3750,1500,2250,3750,31/03/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DELHEZ SYSTEMES,14/02/2014,5500,1650,2475,4125,1650,2475,4125,16/05/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ADVANCED COATING,11/02/2014,5000,1500,2250,3750,1500,2250,3750,03/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DNAlytics,11/02/2014,3500,1050,1575,2625,1050,1575,2625,31/03/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
mecanic systems,14/02/2014,20000,6000,9000,15000,6000,9000,15000,11/05/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
IDEVY,14/02/2014,20000,6000,9000,15000,6000,9000,15000,17/06/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PROMETHERA BIOSCIENCES,14/02/2014,20000,6000,9000,15000,6000,9000,15000,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
WattsUp s.p.r.l.,24/02/2014,2000,600,900,1500,600,900,1500,15/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
VN Developments,27/02/2014,15000,4500,6750,11250,4500,6750,11250,31/03/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NEW SOKAO,31/03/2014,20000,6000,9000,15000,6000,9000,15000,26/05/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
C.M.L. Industries,03/03/2014,20000,6000,9000,15000,6000,9000,15000,17/10/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Wishbone,05/03/2014,20000,6000,9000,15000,6000,9000,15000,16/05/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BIOGEM,04/03/2014,17000,5100,7650,12750,5100,7650,12750,17/06/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TEMAPAIN,11/03/2014,11500,3450,5175,8625,3450,5175,8625,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GOTRACE,07/03/2014,20000,6000,9000,15000,6000,9000,15000,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
FUTURE RESOURCES,06/03/2014,19500,5850,8775,14625,5850,8775,14625,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Recytex Europe,18/03/2014,6000,1800,2700,4500,1800,2700,4500,27/08/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
RESARM ENGINEERING PLASTICS,10/03/2014,4000,1200,1800,3000,1200,1800,3000,08/04/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BE. WAN,11/03/2014,20000,6000,9000,15000,6000,9000,15000,30/03/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MITHRA RDP,12/03/2014,1500,450,675,1125,450,675,1125,16/05/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ROCHESTER GAUGES INTERNATIONAL,19/03/2014,13500,4050,6075,10125,4050,6075,10125,28/10/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Fonderie Gaston Fallais,07/05/2014,2000,600,900,1500,600,900,1500,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NANOCYL,03/04/2014,2000,600,900,1500,600,900,1500,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CHANVRECO,20/03/2014,1500,450,675,1125,450,675,1125,03/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LAMBDA - X,02/04/2014,3000,900,1350,2250,900,1350,2250,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
C.E. +T. TECHNICS,31/03/2014,18000,5400,8100,13500,5400,8100,13500,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
AIRWATEC,09/05/2014,3500,1050,1575,2625,1050,1575,2625,03/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BTF,02/04/2014,12000,3600,5400,9000,3600,5400,9000,14/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CLIMATECH INTERNATIONAL,11/04/2014,3500,1050,1575,2625,1050,1575,2625,11/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
VEGEPACK,23/04/2014,11000,3300,4950,8250,3300,4950,8250,04/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
2-observe SA,07/04/2014,4500,1350,2025,3375,450,675,1125,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
INDUSTRIAL CONTROL MACHINES,10/04/2014,9000,2700,4050,6750,2700,4050,6750,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Produits Habi,09/04/2014,500,150,225,375,150,225,375,27/05/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BIOREM,08/05/2014,15000,4500,6750,11250,4500,6750,11250,30/03/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TPMS BELGIUM,22/04/2014,4000,1200,1800,3000,1200,1800,3000,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
IWAN SIMONIS,22/04/2014,4000,1200,1800,3000,1200,1800,3000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ROLIX,05/05/2014,5000,1500,2250,3750,1500,2250,3750,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Cafés Liégeois,09/05/2014,20000,6000,9000,15000,6000,9000,15000,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
EDITIONS ERASME,05/05/2014,10500,3150,4725,7875,3150,4725,7875,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
HomeAlert,27/05/2014,20000,6000,9000,15000,6000,9000,15000,08/06/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SMOLINFO,07/05/2014,4500,1350,2025,3375,1350,2025,3375,27/08/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Etablissements Hublet,11/07/2014,9500,2850,4275,7125,2850,4275,7125,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LAMBDA - X,08/05/2014,11500,3450,5175,8625,1200,1800,3000,08/06/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NANOCYL,08/05/2014,6000,1800,2700,4500,1800,2700,4500,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GREENWATT,15/05/2014,15000,4500,6750,11250,4500,6750,11250,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
S.A. Ets. R. HEINEN N.V.,12/05/2014,18000,5400,8100,13500,5400,8100,13500,28/10/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DIM3,28/05/2014,15500,4650,6975,11625,4650,6975,11625,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ICOMS DETECTIONS,15/05/2014,10000,3000,4500,7500,900,1350,2250,20/04/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
RENOGEN,16/05/2014,12500,3750,5625,9375,3750,5625,9375,17/10/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ILOOOVE.IT,19/05/2014,4500,1350,2025,3375,1350,2025,3375,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DNAlytics,21/05/2014,16500,4950,7425,12375,4950,7425,12375,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
AMPI,13/03/2015,2500,750,1125,1875,750,1125,1875,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
2-observe SA,10/06/2014,1000,300,450,750,300,450,750,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
EQUI-NUTRI,26/05/2014,1500,450,675,1125,450,675,1125,03/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ORTIS,27/05/2014,1500,450,675,1125,450,675,1125,6/11/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SYMBIOSE BIOMATERIALS,28/05/2014,1000,300,450,750,300,450,750,30/03/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CHANVRECO,03/06/2014,1500,450,675,1125,450,675,1125,1/12/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
UPIGNAC,08/06/2014,11500,3450,5175,8625,3450,5175,8625,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DIAGENODE,16/06/2014,11500,3450,5175,8625,1800,2700,4500,30/03/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ADVANCED COATING,11/06/2014,5000,1500,2250,3750,1500,2250,3750,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CURAVAC EUROPE,17/07/2014,20000,6000,9000,15000,6000,9000,15000,30/03/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BRASSERIE LEFEBVRE,26/08/2014,16500,4950,7425,12375,4950,7425,12375,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
COENE,4/12/2014,3000,900,1350,2250,900,1350,2250,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ICOMS DETECTIONS,18/06/2014,10000,3000,4500,7500,2250,3375,5625,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Jacques TILMAN,26/06/2014,7000,2100,3150,5250,2100,3150,5250,08/06/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ORTIS,07/07/2014,3000,900,1350,2250,900,1350,2250,28/10/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SYNOLYNE PHARMA,02/07/2014,8000,2400,3600,6000,2400,3600,6000,20/04/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SYMBIOSE BIOMATERIALS,04/07/2014,6500,1950,2925,4875,1950,2925,4875,20/02/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ELEONOR,10/07/2014,3500,1050,1575,2625,1050,1575,2625,26/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ZENTECH,12/03/2015,1500,450,675,1125,450,675,1125,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ALVA CONCEPT,01/08/2014,3000,900,1350,2250,900,1350,2250,23/12/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MEURENS NATURAL,14/07/2014,3500,1050,1575,2625,1050,1575,2625,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Ategis,24/07/2014,20000,6000,9000,15000,6000,9000,15000,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
FERMENTED PRODUCT PARTNE,16/07/2014,5500,1650,2475,4125,1650,2475,4125,6/11/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MARKET - IP,04/08/2014,15000,4500,6750,11250,4500,6750,11250,6/11/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DALEMANS Charles,26/09/2014,1500,450,675,1125,450,675,1125,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GREEN PROPULSION,19/08/2014,500,150,225,375,150,225,375,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DALEMANS Charles,26/09/2014,2000,600,900,1500,600,900,1500,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CURADOR,29/07/2014,5000,1500,2250,3750,1500,2250,3750,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CRITERE,05/03/2015,1500,450,675,1125,450,675,1125,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
2-observe SA,01/08/2014,2000,600,900,1500,600,900,1500,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Produits de Viande d'ARGIFRAL,14/08/2014,2500,750,1125,1875,750,1125,1875,1/12/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
OPAL-SYSTEMS,06/08/2014,5500,1650,2475,4125,1650,2475,4125,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ANALIS,18/08/2014,13000,3900,5850,9750,3900,5850,9750,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DIAsource ImmunoAssays,2/10/2014,18000,5400,8100,13500,5400,8100,13500,13/11/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
AIRWATEC,08/08/2014,500,150,225,375,150,225,375,6/11/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Buhlmann,12/08/2014,3500,1050,1575,2625,1050,1575,2625,1/12/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CREATIVE LIFE CONCEPT,17/09/2014,12000,3600,5400,9000,3600,5400,9000,28/10/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Société Technique des Echange urs de Chaleur,27/08/2014,19500,5850,8775,14625,5850,8775,14625,07/09/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
POLYMAR,15/09/2014,1000,300,450,750,300,450,750,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
POLYMAR,15/09/2014,3500,1050,1575,2625,1050,1575,2625,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
POLYMAR,15/09/2014,5000,1500,2250,3750,1500,2250,3750,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
2-observe SA,05/09/2014,10500,3150,4725,7875,3150,4725,7875,30/03/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
POLYMAR,15/09/2014,2000,600,900,1500,600,900,1500,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
POLYMAR,07/01/2015,1500,450,675,1125,450,675,1125,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
